,pcfg_jed,pcfg_odz,pcfg_prec,pcfg_f1,pcfg_isti,cnn_jed,cnn_odz,cnn_prec,cnn_f1,cnn_isti
tdbD00004811,0.9444444444444444,0.9523809523809523,0.9523809523809523,0.9523809523809523,False,1.0,1.0,1.0,1.0,True
tdbD00004857,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00004872,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00004891,0.8611111111111112,0.7619047619047619,1.0,0.8648648648648648,False,1.0,1.0,1.0,1.0,True
tdbD00004903,0.5555555555555556,0.29411764705882354,0.38461538461538464,0.33333333333333337,False,0.7777777777777778,0.47058823529411764,0.6666666666666666,0.5517241379310345,False
tdbD00004944,1.0,1.0,1.0,1.0,True,0.9736842105263158,0.9523809523809523,1.0,0.975609756097561,False
tdbD00004954,0.7631578947368421,0.5238095238095238,0.4583333333333333,0.4888888888888889,False,1.0,1.0,1.0,1.0,True
tdbD00004958,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00004963,0.9473684210526315,0.9,1.0,0.9473684210526316,False,1.0,1.0,1.0,1.0,True
tdbD00004980,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00004988,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005007,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005018,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005031,0.6363636363636364,0.5909090909090909,0.5909090909090909,0.5909090909090909,False,1.0,1.0,1.0,1.0,True
tdbD00005065,0.7945205479452054,0.55,0.5789473684210527,0.5641025641025641,False,1.0,1.0,1.0,1.0,True
tdbD00005086,0.9178082191780822,0.85,1.0,0.9189189189189189,False,0.9178082191780822,0.85,1.0,0.9189189189189189,False
tdbD00005102,0.972972972972973,0.9473684210526315,1.0,0.972972972972973,False,0.8648648648648649,0.7368421052631579,1.0,0.8484848484848484,False
tdbD00005104,0.8082191780821918,0.8,0.8,0.8000000000000002,False,1.0,1.0,1.0,1.0,True
tdbD00005107,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005113,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005128,0.7671232876712328,0.7619047619047619,0.7619047619047619,0.7619047619047619,False,1.0,1.0,1.0,1.0,True
tdbD00005132,0.7671232876712328,0.7619047619047619,0.7619047619047619,0.7619047619047619,False,1.0,1.0,1.0,1.0,True
tdbD00005133,0.7671232876712328,0.7619047619047619,0.7619047619047619,0.7619047619047619,False,1.0,1.0,1.0,1.0,True
tdbD00005138,0.9444444444444444,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005161,0.9733333333333334,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005168,0.971830985915493,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005180,0.8421052631578947,0.85,0.7391304347826086,0.7906976744186046,False,1.0,1.0,1.0,1.0,True
tdbD00005194,0.7027027027027027,0.5,0.625,0.5555555555555556,False,1.0,1.0,1.0,1.0,True
tdbD00005199,0.9473684210526315,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005207,0.9444444444444444,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005224,0.971830985915493,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005226,0.7361111111111112,0.7142857142857143,0.6818181818181818,0.6976744186046512,False,1.0,1.0,1.0,1.0,True
tdbD00005269,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005278,0.9154929577464789,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,1.0,1.0,1.0,1.0,True
tdbD00005279,0.8028169014084507,0.7142857142857143,0.8333333333333334,0.7692307692307692,False,1.0,1.0,1.0,1.0,True
tdbD00005282,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005287,0.8607594936708861,0.5454545454545454,0.5714285714285714,0.5581395348837208,False,1.0,1.0,1.0,1.0,True
tdbD00005303,0.821917808219178,0.7727272727272727,0.8095238095238095,0.7906976744186046,False,1.0,1.0,1.0,1.0,True
tdbD00005308,0.6857142857142857,0.5238095238095238,0.5789473684210527,0.5500000000000002,False,1.0,1.0,1.0,1.0,True
tdbD00005317,0.5070422535211268,0.5454545454545454,0.5714285714285714,0.5581395348837208,False,1.0,1.0,1.0,1.0,True
tdbD00005319,0.5070422535211268,0.5454545454545454,0.5714285714285714,0.5581395348837208,False,1.0,1.0,1.0,1.0,True
tdbD00005333,0.6428571428571429,0.5238095238095238,0.4583333333333333,0.4888888888888889,False,1.0,1.0,1.0,1.0,True
tdbD00005341,0.8028169014084507,0.8181818181818182,0.8571428571428571,0.8372093023255814,False,1.0,1.0,1.0,1.0,True
tdbD00005346,0.7746478873239436,0.7272727272727273,0.8888888888888888,0.7999999999999999,False,1.0,1.0,1.0,1.0,True
tdbD00005347,0.8309859154929577,0.8181818181818182,0.9,0.8571428571428572,False,1.0,1.0,1.0,1.0,True
tdbD00005366,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005378,0.9733333333333334,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005391,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005395,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005407,0.9452054794520548,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005432,0.9166666666666666,0.9523809523809523,0.9090909090909091,0.9302325581395349,False,1.0,1.0,1.0,1.0,True
tdbD00005435,0.971830985915493,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005440,0.72,0.7142857142857143,0.6,0.6521739130434783,False,1.0,1.0,1.0,1.0,True
tdbD00005446,0.7746478873239436,0.7142857142857143,0.75,0.7317073170731706,False,1.0,1.0,1.0,1.0,True
tdbD00005449,0.8309859154929577,0.8095238095238095,0.8947368421052632,0.8500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00005466,0.9436619718309859,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005471,0.971830985915493,1.0,0.9545454545454546,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00005481,0.9459459459459459,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005484,0.8108108108108109,0.7619047619047619,0.8888888888888888,0.8205128205128205,False,1.0,1.0,1.0,1.0,True
tdbD00005509,0.9466666666666667,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005510,0.9473684210526315,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005521,0.9444444444444444,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005528,0.9459459459459459,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005540,0.9466666666666667,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005543,0.9733333333333334,0.9523809523809523,1.0,0.975609756097561,False,1.0,1.0,1.0,1.0,True
tdbD00005559,0.9473684210526315,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005560,0.72,0.6,0.75,0.6666666666666665,False,1.0,1.0,1.0,1.0,True
tdbD00005566,0.9166666666666666,0.8571428571428571,1.0,0.923076923076923,False,1.0,1.0,1.0,1.0,True
tdbD00005571,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005574,0.8181818181818182,0.7619047619047619,0.7272727272727273,0.7441860465116279,False,1.0,1.0,1.0,1.0,True
tdbD00005580,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005593,0.8378378378378378,0.7777777777777778,0.6666666666666666,0.717948717948718,False,0.8918918918918919,0.7777777777777778,1.0,0.8750000000000001,False
tdbD00005600,0.9444444444444444,0.9047619047619048,1.0,0.9500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00005614,0.8888888888888888,0.8095238095238095,1.0,0.8947368421052632,False,1.0,1.0,1.0,1.0,True
tdbD00005625,0.5070422535211268,0.5454545454545454,0.5714285714285714,0.5581395348837208,False,1.0,1.0,1.0,1.0,True
tdbD00005627,0.8888888888888888,0.8095238095238095,1.0,0.8947368421052632,False,1.0,1.0,1.0,1.0,True
tdbD00005628,0.8888888888888888,0.8095238095238095,1.0,0.8947368421052632,False,1.0,1.0,1.0,1.0,True
tdbD00005634,0.6338028169014085,0.5454545454545454,0.5714285714285714,0.5581395348837208,False,1.0,1.0,1.0,1.0,True
tdbD00005649,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005677,1.0,1.0,1.0,1.0,True,0.974025974025974,0.9545454545454546,1.0,0.9767441860465117,False
tdbD00005684,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005685,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005697,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005713,0.863013698630137,0.7727272727272727,0.7391304347826086,0.7555555555555555,False,0.9726027397260274,0.9545454545454546,1.0,0.9767441860465117,False
tdbD00005757,0.918918918918919,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,1.0,1.0,1.0,1.0,True
tdbD00005762,0.918918918918919,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,1.0,1.0,1.0,1.0,True
tdbD00005775,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005776,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005799,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005803,0.6666666666666666,0.5454545454545454,0.48,0.5106382978723404,False,1.0,1.0,1.0,1.0,True
tdbD00005816,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005830,0.7083333333333334,0.6,0.7058823529411765,0.6486486486486486,False,1.0,1.0,1.0,1.0,True
tdbD00005835,0.8888888888888888,0.8095238095238095,1.0,0.8947368421052632,False,1.0,1.0,1.0,1.0,True
tdbD00005836,0.75,0.5714285714285714,0.6666666666666666,0.6153846153846153,False,1.0,1.0,1.0,1.0,True
tdbD00005857,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005866,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005886,0.948051948051948,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005909,0.8904109589041096,0.8095238095238095,0.85,0.8292682926829269,False,1.0,1.0,1.0,1.0,True
tdbD00005912,0.7808219178082192,0.5714285714285714,0.75,0.6486486486486486,False,1.0,1.0,1.0,1.0,True
tdbD00005923,0.9452054794520548,0.9047619047619048,1.0,0.9500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00005929,0.6986301369863014,0.6666666666666666,0.7368421052631579,0.7,False,1.0,1.0,1.0,1.0,True
tdbD00005932,0.821917808219178,0.7619047619047619,0.8421052631578947,0.8,False,1.0,1.0,1.0,1.0,True
tdbD00005934,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005936,0.9452054794520548,0.95,0.95,0.9500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00005941,0.726027397260274,0.6,0.75,0.6666666666666665,False,1.0,1.0,1.0,1.0,True
tdbD00005959,0.7432432432432432,0.6,0.8,0.6857142857142857,False,0.972972972972973,0.95,1.0,0.9743589743589743,False
tdbD00005970,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005974,0.948051948051948,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00005980,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005984,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00005992,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006000,0.8181818181818182,0.7,0.7,0.7,False,1.0,1.0,1.0,1.0,True
tdbD00006019,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006020,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006022,0.88,0.9,0.8571428571428571,0.8780487804878048,False,0.8666666666666667,0.75,0.9375,0.8333333333333334,False
tdbD00006023,0.88,0.9,0.8571428571428571,0.8780487804878048,False,0.8666666666666667,0.75,0.9375,0.8333333333333334,False
tdbD00006026,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006034,0.948051948051948,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00006038,0.948051948051948,1.0,0.9130434782608695,0.9545454545454545,False,1.0,1.0,1.0,1.0,True
tdbD00006039,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006052,0.9459459459459459,0.9047619047619048,1.0,0.9500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00006055,0.4594594594594595,0.2222222222222222,0.25,0.23529411764705882,False,0.972972972972973,0.9444444444444444,0.9444444444444444,0.9444444444444444,False
tdbD00006056,0.918918918918919,0.85,1.0,0.9189189189189189,False,1.0,1.0,1.0,1.0,True
tdbD00006066,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006067,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006111,0.9736842105263158,0.9523809523809523,1.0,0.975609756097561,False,1.0,1.0,1.0,1.0,True
tdbD00006198,0.9166666666666666,0.8636363636363636,0.8636363636363636,0.8636363636363636,False,1.0,1.0,1.0,1.0,True
tdbD00006216,0.8082191780821918,0.6190476190476191,0.6842105263157895,0.6500000000000001,False,1.0,1.0,1.0,1.0,True
tdbD00006241,0.7808219178082192,0.7619047619047619,0.7619047619047619,0.7619047619047619,False,1.0,1.0,1.0,1.0,True
tdbD00006245,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006246,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006263,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006265,0.9342105263157895,0.9523809523809523,0.9090909090909091,0.9302325581395349,False,1.0,1.0,1.0,1.0,True
tdbD00006281,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006286,0.9058823529411765,0.9166666666666666,0.9166666666666666,0.9166666666666666,False,0.9058823529411765,0.8333333333333334,1.0,0.9090909090909091,False
tdbD00006288,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006296,0.7894736842105263,0.8,0.7272727272727273,0.761904761904762,False,1.0,1.0,1.0,1.0,True
tdbD00006299,0.8767123287671232,0.8571428571428571,0.9,0.8780487804878048,False,1.0,1.0,1.0,1.0,True
tdbD00006310,0.8157894736842105,0.7272727272727273,0.8421052631578947,0.7804878048780488,False,1.0,1.0,1.0,1.0,True
tdbD00006311,0.9726027397260274,0.9545454545454546,1.0,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00006317,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006320,0.9736842105263158,0.9545454545454546,1.0,0.9767441860465117,False,1.0,1.0,1.0,1.0,True
tdbD00006337,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006349,0.7808219178082192,0.7619047619047619,0.7619047619047619,0.7619047619047619,False,1.0,1.0,1.0,1.0,True
tdbD00006353,0.7894736842105263,0.7619047619047619,0.6956521739130435,0.7272727272727272,False,1.0,1.0,1.0,1.0,True
tdbD00006356,0.7894736842105263,0.6190476190476191,0.7222222222222222,0.6666666666666666,False,1.0,1.0,1.0,1.0,True
tdbD00006364,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006384,0.8421052631578947,0.8,0.7272727272727273,0.761904761904762,False,1.0,1.0,1.0,1.0,True
tdbD00006392,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006408,0.3287671232876712,0.0,0.0,0.0,False,0.9726027397260274,0.9473684210526315,1.0,0.972972972972973,False
tdbD00006409,0.4520547945205479,0.0,0.0,0.0,False,1.0,1.0,1.0,1.0,True
tdbD00006410,0.6712328767123288,0.42105263157894735,0.47058823529411764,0.4444444444444444,False,0.8904109589041096,0.7894736842105263,1.0,0.8823529411764706,False
tdbD00006412,0.8904109589041096,0.8,1.0,0.888888888888889,False,0.9726027397260274,0.95,1.0,0.9743589743589743,False
tdbD00006423,0.8904109589041096,0.8095238095238095,1.0,0.8947368421052632,False,0.9726027397260274,0.9523809523809523,1.0,0.975609756097561,False
tdbD00006424,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006435,0.9759036144578314,1.0,0.96,0.9795918367346939,False,1.0,1.0,1.0,1.0,True
tdbD00006442,0.9024390243902439,0.84,1.0,0.9130434782608696,False,1.0,1.0,1.0,1.0,True
tdbD00006473,0.9534883720930233,0.9166666666666666,1.0,0.9565217391304348,False,0.9767441860465116,0.9583333333333334,1.0,0.9787234042553191,False
tdbD00006480,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006490,0.8372093023255814,0.8,0.8695652173913043,0.8333333333333333,False,1.0,1.0,1.0,1.0,True
tdbD00006516,0.8705882352941177,0.7391304347826086,0.7391304347826086,0.7391304347826085,False,1.0,1.0,1.0,1.0,True
tdbD00006521,0.9302325581395349,1.0,0.8846153846153846,0.9387755102040816,False,0.9302325581395349,0.8695652173913043,1.0,0.9302325581395349,False
tdbD00006542,0.8255813953488372,0.72,0.782608695652174,0.7499999999999999,False,1.0,1.0,1.0,1.0,True
tdbD00006561,0.9767441860465116,1.0,0.96,0.9795918367346939,False,0.9767441860465116,0.6666666666666666,0.6956521739130435,0.6808510638297872,False
tdbD00006581,0.8390804597701149,0.72,0.75,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006583,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006608,0.813953488372093,0.72,0.75,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006617,0.9540229885057471,0.9130434782608695,1.0,0.9545454545454545,False,0.9770114942528736,0.9565217391304348,1.0,0.9777777777777777,False
tdbD00006621,0.9764705882352941,0.8695652173913043,0.8695652173913043,0.8695652173913043,False,1.0,1.0,1.0,1.0,True
tdbD00006628,0.9764705882352941,0.875,0.875,0.875,False,1.0,1.0,1.0,1.0,True
tdbD00006630,0.8470588235294118,0.75,0.782608695652174,0.7659574468085107,False,1.0,1.0,1.0,1.0,True
tdbD00006672,0.8192771084337349,0.6818181818181818,0.625,0.6521739130434783,False,0.9518072289156626,0.9090909090909091,1.0,0.9523809523809523,False
tdbD00006690,0.7469879518072289,0.6666666666666666,0.5517241379310345,0.6037735849056604,False,1.0,1.0,1.0,1.0,True
tdbD00006693,0.8160919540229885,0.5416666666666666,0.48148148148148145,0.5098039215686274,False,1.0,1.0,1.0,1.0,True
tdbD00006703,0.8522727272727273,0.75,0.75,0.75,False,1.0,1.0,1.0,1.0,True
tdbD00006714,0.8863636363636364,0.75,0.72,0.7346938775510204,False,0.9545454545454546,0.9166666666666666,1.0,0.9565217391304348,False
tdbD00006717,0.875,0.75,0.72,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006753,0.5853658536585366,0.2857142857142857,0.25,0.26666666666666666,False,0.8292682926829268,0.6666666666666666,1.0,0.8,False
tdbD00006756,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00006799,0.7804878048780488,0.75,0.72,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006841,0.9310344827586207,0.875,1.0,0.9333333333333333,False,0.9770114942528736,0.875,0.9130434782608695,0.8936170212765957,False
tdbD00006861,0.813953488372093,0.72,0.75,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006893,0.7777777777777778,0.75,0.72,0.7346938775510204,False,0.9259259259259259,0.875,1.0,0.9333333333333333,False
tdbD00006901,0.7,0.68,0.6538461538461539,0.6666666666666666,False,1.0,1.0,1.0,1.0,True
tdbD00006909,0.9518072289156626,0.9090909090909091,0.8695652173913043,0.888888888888889,False,0.9759036144578314,0.9090909090909091,0.9523809523809523,0.9302325581395349,False
tdbD00006932,0.9770114942528736,0.96,1.0,0.9795918367346939,False,1.0,1.0,1.0,1.0,True
tdbD00006954,0.8333333333333334,0.72,0.75,0.7346938775510204,False,1.0,1.0,1.0,1.0,True
tdbD00006965,0.9550561797752809,0.8333333333333334,0.8333333333333334,0.8333333333333334,False,0.9550561797752809,0.9166666666666666,1.0,0.9565217391304348,False
tdbD00006980,0.9775280898876404,1.0,0.9615384615384616,0.9803921568627451,False,1.0,1.0,1.0,1.0,True
tdbD00006985,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00007002,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00007005,0.9302325581395349,0.84,0.84,0.8399999999999999,False,0.9302325581395349,0.84,0.84,0.8399999999999999,False
tdbD00007027,0.9294117647058824,1.0,0.8846153846153846,0.9387755102040816,False,1.0,1.0,1.0,1.0,True
tdbD00007041,0.9523809523809523,1.0,0.9230769230769231,0.9600000000000001,False,0.9761904761904762,1.0,0.96,0.9795918367346939,False
tdbD00007072,0.9069767441860465,0.8695652173913043,0.9523809523809523,0.909090909090909,False,0.9767441860465116,1.0,0.9583333333333334,0.9787234042553191,False
tdbD00007074,0.8470588235294118,0.75,0.8571428571428571,0.7999999999999999,False,1.0,1.0,1.0,1.0,True
tdbD00007076,1.0,1.0,1.0,1.0,True,0.9512195121951219,0.9090909090909091,1.0,0.9523809523809523,False
tdbD00007108,0.9294117647058824,0.875,1.0,0.9333333333333333,False,1.0,1.0,1.0,1.0,True
tdbD00007125,0.9770114942528736,1.0,0.9615384615384616,0.9803921568627451,False,1.0,1.0,1.0,1.0,True
tdbD00007143,0.9761904761904762,0.96,1.0,0.9795918367346939,False,0.9761904761904762,0.96,1.0,0.9795918367346939,False
tdbD00007172,0.7654320987654321,0.5652173913043478,0.6190476190476191,0.5909090909090909,False,1.0,1.0,1.0,1.0,True
tdbD00007175,0.9012345679012346,0.782608695652174,0.72,0.7499999999999999,False,1.0,1.0,1.0,1.0,True
tdbD00007219,0.75,0.6086956521739131,0.6086956521739131,0.6086956521739131,False,1.0,1.0,1.0,1.0,True
tdbD00007276,0.8571428571428571,0.88,0.7586206896551724,0.8148148148148148,False,1.0,1.0,1.0,1.0,True
tdbD00007293,0.958904109589041,0.9523809523809523,0.9523809523809523,0.9523809523809523,False,1.0,1.0,1.0,1.0,True
tdbD00007337,0.974025974025974,0.9523809523809523,1.0,0.975609756097561,False,1.0,1.0,1.0,1.0,True
tdbD00007338,0.8961038961038961,0.75,0.7894736842105263,0.7692307692307692,False,1.0,1.0,1.0,1.0,True
tdbD00007344,0.8181818181818182,0.7619047619047619,0.7272727272727273,0.7441860465116279,False,1.0,1.0,1.0,1.0,True
tdbD00007363,0.9452054794520548,1.0,0.9130434782608695,0.9545454545454545,False,0.9726027397260274,0.9523809523809523,1.0,0.975609756097561,False
tdbD00007365,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True
tdbD00007376,0.6486486486486487,0.45,0.4090909090909091,0.4285714285714286,False,0.918918918918919,0.85,1.0,0.9189189189189189,False
